town,flat_type,storey_range,flat_model,floor_area_sqft,remaining_lease_months,nearest_pri_dist,nearest_mrt_dist,nearest_supermarket_dist,nearest_mall_dist,nearest_hawker_dist,price_per_sqft
TOA PAYOH,3 ROOM,07 TO 09,Improved,678.1257,590,624,77,1075,1225,422,392.2576596
TOA PAYOH,3 ROOM,13 TO 15,Improved,731.9452,590,278,581,736,669,153,341.5556247
TOA PAYOH,3 ROOM,04 TO 06,Standard,645.834,559,416,479,796,729,117,363.8705921
TOA PAYOH,3 ROOM,07 TO 09,Improved,731.9452,571,451,797,728,661,279,318.3298422
TOA PAYOH,3 ROOM,04 TO 06,Improved,721.1813,591,662,1041,524,470,263,325.8542616
TOA PAYOH,3 ROOM,07 TO 09,Improved,721.1813,590,582,1184,687,612,308,388.2518862
TOA PAYOH,3 ROOM,04 TO 06,Improved,721.1813,590,662,1041,524,470,263,307.8282812
TOA PAYOH,3 ROOM,10 TO 12,Improved,721.1813,603,476,1375,420,971,372,388.2518862
TOA PAYOH,3 ROOM,13 TO 15,Improved,721.1813,603,476,1375,420,971,372,343.880242
TOA PAYOH,3 ROOM,04 TO 06,Improved,731.9452,584,317,1227,0,1035,369,307.4000622
TOA PAYOH,3 ROOM,01 TO 03,Improved,721.1813,596,421,1408,579,852,204,311.9881228
TOA PAYOH,3 ROOM,01 TO 03,Improved,710.4174,596,450,1576,401,1226,490,292.7856215
TOA PAYOH,3 ROOM,01 TO 03,Improved,721.1813,597,323,1485,521,888,102,266.9231717
TOA PAYOH,3 ROOM,01 TO 03,Improved,710.4174,596,450,1576,401,1226,490,285.7475056
TOA PAYOH,3 ROOM,07 TO 09,Model A,796.5286,765,633,501,391,2280,1661,489.6246036
TOA PAYOH,3 ROOM,01 TO 03,Model A,796.5286,760,666,382,432,2159,1774,484.6028128
TOA PAYOH,3 ROOM,04 TO 06,New Generation,721.1813,767,755,1058,861,1709,1090,422.9172332
TOA PAYOH,3 ROOM,01 TO 03,Model A,796.5286,761,532,351,297,2272,1742,474.5592311
TOA PAYOH,3 ROOM,01 TO 03,Model A,871.8759,764,555,423,321,2298,1679,410.3795047
TOA PAYOH,3 ROOM,04 TO 06,Model A,796.5286,764,343,618,315,2139,1520,489.6246036
TOA PAYOH,3 ROOM,07 TO 09,Improved,721.1813,602,251,1333,438,805,353,303.5131388
TOA PAYOH,3 ROOM,07 TO 09,Improved,721.1813,602,298,1217,283,926,512,346.6534698
TOA PAYOH,3 ROOM,10 TO 12,Improved,721.1813,602,349,1264,467,885,433,330.0141032
TOA PAYOH,3 ROOM,04 TO 06,Improved,699.6535,633,893,445,2152,1380,753,325.8755941
TOA PAYOH,3 ROOM,07 TO 09,Improved,699.6535,735,801,496,771,1155,591,411.6323294
