town,flat_type,storey_range,flat_model,floor_area_sqft,remaining_lease_months,nearest_pri_dist,nearest_mrt_dist,nearest_supermarket_dist,nearest_mall_dist,nearest_hawker_dist,price_per_sqft
WOODLANDS,5 ROOM,01 TO 03,Premium Apartment,1184.029,1003,670,1004,236,926,3300,310.3809113
WOODLANDS,5 ROOM,04 TO 06,Premium Apartment,1237.8485,990,491,869,159,747,3641,299.7135756
WOODLANDS,5 ROOM,13 TO 15,Premium Apartment,1184.029,1002,647,1026,214,904,3360,323.4718069
WOODLANDS,5 ROOM,16 TO 18,Premium Apartment,1184.029,1003,670,1004,236,926,3300,346.2753024
WOODLANDS,5 ROOM,13 TO 15,Premium Apartment,1216.3207,990,491,869,159,747,3641,312.417605
WOODLANDS,5 ROOM,10 TO 12,Improved,1313.1958,932,236,764,288,290,2898,319.8304472
WOODLANDS,5 ROOM,04 TO 06,Model A,1453.1265,882,557,335,310,1510,1972,302.7953864
WOODLANDS,5 ROOM,01 TO 03,Improved,1302.4319,839,527,502,595,595,1960,295.6008679
WOODLANDS,5 ROOM,01 TO 03,Improved,1302.4319,831,411,835,672,672,1470,272.567034
WOODLANDS,5 ROOM,04 TO 06,Improved,1302.4319,908,531,870,403,403,2249,314.7957294
WOODLANDS,5 ROOM,07 TO 09,Improved,1367.0153,910,694,983,671,672,2450,298.4604488
WOODLANDS,EXECUTIVE,10 TO 12,Adjoined flat,1754.5157,729,1370,1756,1731,2014,743,284.9789261
WOODLANDS,EXECUTIVE,07 TO 09,Apartment,1862.1547,898,1104,1271,1466,1347,1002,331.8736086
WOODLANDS,EXECUTIVE,07 TO 09,Apartment,1829.863,896,1135,847,987,924,949,347.0205147
WOODLANDS,EXECUTIVE,04 TO 06,Maisonette,1614.585,916,250,492,310,412,1748,402.5802296
WOODLANDS,EXECUTIVE,07 TO 09,Apartment,1517.7099,943,432,613,536,609,3666,368.9769698
WOODLANDS,EXECUTIVE,07 TO 09,Premium Apartment,1582.2933,944,269,557,292,631,2242,360.2366262
WOODLANDS,EXECUTIVE,01 TO 03,Apartment,1410.0709,971,797,218,319,347,3224,338.9900465
WOODLANDS,EXECUTIVE,07 TO 09,Apartment,1410.0709,972,854,262,376,405,3282,361.6839409
WOODLANDS,EXECUTIVE,13 TO 15,Premium Apartment,1550.0016,955,214,351,276,229,3648,383.8705715
WOODLANDS,EXECUTIVE,07 TO 09,Maisonette,1550.0016,935,581,343,342,374,3358,373.5480015
WOODLANDS,EXECUTIVE,01 TO 03,Maisonette,1550.0016,937,566,408,342,343,3429,361.2899496
WOODLANDS,EXECUTIVE,10 TO 12,Apartment,1517.7099,931,417,507,507,538,3170,398.6269049
WOODLANDS,EXECUTIVE,07 TO 09,Apartment,1517.7099,950,538,449,374,375,3683,375.5658443
WOODLANDS,EXECUTIVE,07 TO 09,Apartment,1517.7099,937,496,347,272,273,3472,365.6825326
WOODLANDS,EXECUTIVE,04 TO 06,Apartment,1754.5157,871,493,280,105,1606,2097,340.2648378
WOODLANDS,EXECUTIVE,10 TO 12,Apartment,1743.7518,899,543,490,382,1984,2138,375.6268524
WOODLANDS,EXECUTIVE,04 TO 06,Apartment,1926.7381,901,582,529,421,2023,2176,350.3330318
WOODLANDS,EXECUTIVE,10 TO 12,Apartment,2034.3771,882,421,633,654,654,1633,344.0856663
WOODLANDS,EXECUTIVE,10 TO 12,Apartment,2066.6688,891,552,673,500,500,2131,367.7415559
YISHUN,2 ROOM,04 TO 06,Model A,430.556,962,827,2006,653,990,2829,506.322058
YISHUN,2 ROOM,07 TO 09,Model A,516.6672,1117,957,1985,782,931,2959,425.5892381
YISHUN,2 ROOM,07 TO 09,Model A,505.9033,1145,815,2005,322,1393,2817,440.7957015
YISHUN,2 ROOM,04 TO 06,Model A,505.9033,1145,838,2038,355,1426,2849,444.7490261
YISHUN,3 ROOM,04 TO 06,Model A,721.1813,1145,815,2005,322,1393,2817,415.9841638
YISHUN,3 ROOM,01 TO 03,Model A,721.1813,1145,982,2173,490,1463,2984,381.3188168
YISHUN,3 ROOM,01 TO 03,Model A,721.1813,1145,756,2116,433,1504,2928,422.9172332
YISHUN,3 ROOM,10 TO 12,Model A,721.1813,1145,815,2005,322,1393,2817,427.0770748
YISHUN,3 ROOM,01 TO 03,Model A,796.5286,823,129,903,673,352,2529,295.0302098
YISHUN,3 ROOM,10 TO 12,New Generation,731.9452,766,336,1085,442,1327,660,348.3867371
YISHUN,3 ROOM,01 TO 03,New Generation,775.0008,767,431,741,218,908,396,341.9351309
YISHUN,3 ROOM,13 TO 15,Model A,721.1813,1143,895,1381,553,529,2173,450.6495107
YISHUN,3 ROOM,04 TO 06,Model A,796.5286,811,750,945,177,635,1748,338.9708794
YISHUN,3 ROOM,04 TO 06,Simplified,688.8896,816,388,1077,757,1131,739,348.3867371
YISHUN,3 ROOM,01 TO 03,Model A,796.5286,767,888,1350,674,976,421,326.4164024
YISHUN,3 ROOM,04 TO 06,Model A,796.5286,765,888,1350,674,976,421,307.5846869
YISHUN,3 ROOM,10 TO 12,Model A,796.5286,821,484,1733,705,952,2525,318.743106
YISHUN,3 ROOM,04 TO 06,Model A,828.8203,755,846,1202,784,1139,686,316.1119485
YISHUN,3 ROOM,07 TO 09,New Generation,721.1813,782,420,976,105,411,1649,388.2518862
YISHUN,3 ROOM,01 TO 03,New Generation,721.1813,782,420,976,105,411,1649,360.5196086
YISHUN,3 ROOM,07 TO 09,New Generation,721.1813,743,712,1102,446,1244,237,335.5605588
YISHUN,3 ROOM,01 TO 03,Model A,796.5286,767,888,1350,674,976,421,326.4164024
YISHUN,3 ROOM,13 TO 15,Model A,721.1813,1105,636,1815,492,895,2638,454.8093524
YISHUN,3 ROOM,04 TO 06,Model A,785.7647,811,794,508,481,898,2024,356.3407722
YISHUN,3 ROOM,07 TO 09,Model A,796.5286,775,147,849,648,995,632,341.4817748
YISHUN,3 ROOM,07 TO 09,New Generation,721.1813,783,329,474,466,559,824,371.6125196
YISHUN,3 ROOM,01 TO 03,New Generation,764.2369,773,346,1019,570,1171,554,320.5812229
YISHUN,3 ROOM,07 TO 09,New Generation,721.1813,776,492,297,288,381,848,429.8503026
YISHUN,3 ROOM,07 TO 09,New Generation,721.1813,774,296,416,383,314,1208,343.880242
YISHUN,3 ROOM,10 TO 12,Model A,796.5286,809,204,1467,429,854,1869,307.5846869
YISHUN,3 ROOM,07 TO 09,Model A,721.1813,1117,985,1757,921,703,3050,399.3447972
YISHUN,3 ROOM,04 TO 06,Model A,785.7647,814,393,704,473,469,2458,341.0690249
YISHUN,3 ROOM,10 TO 12,Simplified,688.8896,798,293,863,462,1194,1033,362.9028512
YISHUN,3 ROOM,07 TO 09,Model A,785.7647,813,600,335,246,1136,2350,356.3407722
YISHUN,4 ROOM,01 TO 03,Model A,990.2788,1143,1068,1845,1049,812,3268,359.4947201
YISHUN,4 ROOM,10 TO 12,Model A,990.2788,1143,1139,1915,929,883,3146,397.867752
YISHUN,4 ROOM,10 TO 12,Model A,990.2788,1143,1139,1915,929,883,3146,408.9757349
YISHUN,4 ROOM,01 TO 03,Model A,990.2788,1142,1159,1989,852,957,3161,359.3816206
YISHUN,4 ROOM,10 TO 12,Model A,990.2788,1142,981,1757,1052,725,3181,393.8284855
YISHUN,4 ROOM,07 TO 09,Model A,990.2788,1142,1066,1918,891,886,3068,403.9266518
YISHUN,4 ROOM,16 TO 18,DBSS,990.2788,1119,368,1128,572,924,1939,603.8703444
YISHUN,4 ROOM,10 TO 12,Model A,990.2788,1137,740,1930,341,1318,2742,383.7303192
YISHUN,4 ROOM,04 TO 06,Model A,990.2788,1105,528,1707,384,941,2530,383.7303192
YISHUN,4 ROOM,04 TO 06,Model A,990.2788,1146,982,2173,490,1463,2984,371.6125196
YISHUN,4 ROOM,07 TO 09,DBSS,990.2788,1119,551,1278,722,1074,2090,530.1537304
YISHUN,4 ROOM,13 TO 15,Model A,990.2788,1145,1069,2260,577,1332,3071,408.9757349
YISHUN,4 ROOM,10 TO 12,Simplified,904.1676,817,875,2066,383,1382,2877,309.6770997
YISHUN,4 ROOM,04 TO 06,Model A,990.2788,1112,447,1626,303,988,2449,358.4849034
YISHUN,4 ROOM,01 TO 03,Model A,1119.4456,871,543,1734,234,1178,2545,291.2155803
YISHUN,4 ROOM,04 TO 06,DBSS,990.2788,1119,368,1128,572,924,1939,593.7721781
YISHUN,4 ROOM,07 TO 09,Model A,990.2788,1145,1051,2241,559,1265,3053,372.5092368
YISHUN,4 ROOM,01 TO 03,Model A,990.2788,1146,1069,2260,577,1332,3071,343.337654
YISHUN,4 ROOM,13 TO 15,Model A,990.2788,1145,1039,2255,652,1222,3146,393.8284855
YISHUN,4 ROOM,01 TO 03,Model A,990.2788,1145,1039,2255,652,1222,3146,388.7794023
YISHUN,4 ROOM,04 TO 06,Model A,990.2788,1112,528,1707,384,941,2530,391.8088522
YISHUN,4 ROOM,10 TO 12,DBSS,990.2788,1118,401,1160,604,956,1972,575.5954788
YISHUN,4 ROOM,04 TO 06,Model A,990.2788,1145,982,2173,490,1463,2984,383.7303192
YISHUN,4 ROOM,07 TO 09,Model A,990.2788,1145,1039,2255,652,1222,3146,393.8284855
YISHUN,4 ROOM,04 TO 06,Model A,1119.4456,817,244,1451,358,1186,2262,290.322281
YISHUN,4 ROOM,07 TO 09,Model A,990.2788,1136,740,1930,341,1318,2742,422.1033511
YISHUN,4 ROOM,10 TO 12,Simplified,904.1676,781,671,668,152,945,1248,342.8567889
YISHUN,4 ROOM,07 TO 09,Simplified,904.1676,781,671,668,152,945,1248,354.8988042
YISHUN,4 ROOM,10 TO 12,Model A,1119.4456,798,443,1266,1053,840,2149,321.5877574
YISHUN,4 ROOM,07 TO 09,Model A,1119.4456,805,358,1247,1051,821,2195,312.6547641
YISHUN,4 ROOM,10 TO 12,Model A,1119.4456,815,44,891,660,397,2633,329.6274513
YISHUN,4 ROOM,01 TO 03,Simplified,904.1676,821,462,2037,311,1472,2849,289.7692861
YISHUN,4 ROOM,07 TO 09,Simplified,904.1676,817,1084,2063,777,1031,3086,308.57111
YISHUN,4 ROOM,10 TO 12,Simplified,904.1676,820,385,2061,439,1376,2873,304.1471515
YISHUN,4 ROOM,07 TO 09,Model A,1119.4456,818,990,2170,611,1144,2993,270.6696958
YISHUN,4 ROOM,13 TO 15,Model A,990.2788,1144,914,1194,366,342,1986,419.0739012
YISHUN,4 ROOM,10 TO 12,Model A,990.2788,1144,922,1371,544,519,2163,427.1524342
YISHUN,4 ROOM,13 TO 15,Model A,990.2788,1143,904,1185,357,332,1977,416.0444513
YISHUN,4 ROOM,04 TO 06,Model A,990.2788,1143,819,1427,599,575,2219,414.0248181
YISHUN,4 ROOM,01 TO 03,Model A,990.2788,1143,934,1297,469,445,2089,363.5339866
YISHUN,4 ROOM,07 TO 09,Model A,990.2788,1143,819,1427,599,575,2219,427.1524342
YISHUN,4 ROOM,13 TO 15,Model A,990.2788,1143,825,1462,634,605,2254,424.1229844
YISHUN,4 ROOM,04 TO 06,Model A,990.2788,1143,895,1381,553,529,2173,405.946285
YISHUN,4 ROOM,13 TO 15,Model A,990.2788,1143,819,1427,599,575,2219,459.4665664
YISHUN,4 ROOM,04 TO 06,Model A,1130.2095,810,671,795,355,459,1587,305.2531411
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,796,171,260,284,1382,2100,342.8567889
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,810,560,904,771,932,934,305.1292703
YISHUN,4 ROOM,04 TO 06,Simplified,893.4037,810,473,1014,842,1042,825,335.7944454
YISHUN,4 ROOM,04 TO 06,New Generation,1001.0427,787,499,844,113,419,1636,339.6458513
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,799,422,438,398,1271,1743,359.4466336
YISHUN,4 ROOM,04 TO 06,Model A,979.5149,973,892,1282,608,1065,332,303.2113141
YISHUN,4 ROOM,07 TO 09,Model A,1119.4456,755,839,1404,775,1040,662,259.0568045
YISHUN,4 ROOM,10 TO 12,Simplified,957.9871,789,634,1125,480,1273,314,321.5074608
YISHUN,4 ROOM,07 TO 09,New Generation,1011.8066,743,712,1102,446,1244,237,301.4410066
YISHUN,4 ROOM,10 TO 12,Model A,1119.4456,818,218,1840,631,1040,2632,267.9897978
YISHUN,4 ROOM,07 TO 09,Model A,1130.2095,895,625,905,238,208,1697,340.6448097
YISHUN,4 ROOM,07 TO 09,New Generation,979.5149,774,553,943,281,1098,160,321.5877574
YISHUN,4 ROOM,04 TO 06,New Generation,1130.2095,742,726,1116,334,1250,111,265.437514
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,788,494,1085,225,368,1637,301.9351722
YISHUN,4 ROOM,04 TO 06,New Generation,979.5149,782,178,565,562,720,592,347.1105953
YISHUN,4 ROOM,07 TO 09,New Generation,1022.5705,770,268,941,522,1093,506,306.0913648
YISHUN,4 ROOM,04 TO 06,New Generation,1033.3344,776,425,323,259,190,1115,358.0641465
YISHUN,4 ROOM,10 TO 12,Simplified,904.1676,781,571,1163,249,521,1643,293.0872551
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,813,238,1406,401,808,1808,318.5250168
YISHUN,4 ROOM,01 TO 03,Simplified,904.1676,778,525,1215,409,1031,1728,309.6770997
YISHUN,4 ROOM,13 TO 15,Model A,990.2788,1145,733,1390,362,567,2182,412.0051848
YISHUN,4 ROOM,10 TO 12,Model A,990.2788,1144,812,1709,681,902,2501,412.901902
YISHUN,4 ROOM,01 TO 03,Model A,990.2788,1144,812,1709,681,902,2501,373.6321529
YISHUN,4 ROOM,01 TO 03,Model A,990.2788,1144,812,1709,681,902,2501,393.8284855
YISHUN,4 ROOM,07 TO 09,Model A,990.2788,1144,953,1740,711,867,2532,424.1229844
YISHUN,4 ROOM,01 TO 03,Model A,1001.0427,1117,985,1757,921,703,3050,348.6364767
YISHUN,4 ROOM,01 TO 03,Simplified,904.1676,805,392,1010,843,589,2235,296.405224
YISHUN,4 ROOM,04 TO 06,Simplified,893.4037,799,822,723,462,1008,1723,330.1978714
YISHUN,4 ROOM,01 TO 03,New Generation,979.5149,863,370,1123,946,579,2198,306.2740546
YISHUN,4 ROOM,07 TO 09,Model A,1130.2095,812,466,653,423,594,2347,318.5250168
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,800,363,979,812,555,2270,309.6770997
YISHUN,4 ROOM,10 TO 12,Model A,1130.2095,812,466,653,423,594,2347,331.7968925
YISHUN,4 ROOM,07 TO 09,Simplified,904.1676,807,400,927,696,357,2389,329.5849132
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,808,361,1087,726,1430,944,326.2669443
YISHUN,4 ROOM,10 TO 12,Simplified,947.2232,813,265,1015,549,1353,768,369.5010849
YISHUN,4 ROOM,01 TO 03,Simplified,904.1676,783,179,760,397,1103,930,320.7369961
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,806,115,841,622,1184,916,331.7968925
YISHUN,4 ROOM,01 TO 03,Simplified,904.1676,784,253,742,337,1070,968,337.3268407
YISHUN,4 ROOM,10 TO 12,New Generation,979.5149,766,574,281,289,603,1107,403.2608386
YISHUN,4 ROOM,04 TO 06,Simplified,904.1676,782,552,437,274,714,1085,359.4466336
YISHUN,4 ROOM,07 TO 09,New Generation,979.5149,766,574,281,289,603,1107,428.7836765
YISHUN,4 ROOM,04 TO 06,New Generation,1001.0427,762,475,374,256,711,1008,399.5833544
YISHUN,4 ROOM,10 TO 12,Simplified,904.1676,782,647,585,110,863,1224,356.1286646
YISHUN,4 ROOM,04 TO 06,New Generation,979.5149,774,378,382,390,714,797,391.0098764
YISHUN,4 ROOM,04 TO 06,Model A,1162.5012,818,953,689,448,1252,2704,292.4728164
YISHUN,4 ROOM,10 TO 12,Model A,1119.4456,815,421,811,467,755,2816,321.5877574
YISHUN,4 ROOM,10 TO 12,Model A,1108.6817,819,706,442,408,1298,2463,369.8085754
YISHUN,4 ROOM,04 TO 06,Model A,1119.4456,813,515,682,338,849,2690,291.2155803
YISHUN,4 ROOM,01 TO 03,Model A,1119.4456,809,502,947,603,836,2953,267.9897978
YISHUN,5 ROOM,04 TO 06,Improved,1205.5568,1142,981,1757,1052,725,3181,381.5664264
YISHUN,5 ROOM,10 TO 12,Improved,1205.5568,1142,1068,1845,1049,812,3268,414.7461157
YISHUN,5 ROOM,04 TO 06,Improved,1205.5568,1142,1068,1845,1049,812,3268,392.3498254
YISHUN,5 ROOM,10 TO 12,Improved,1205.5568,1142,1068,1845,1049,812,3268,406.4511933
YISHUN,5 ROOM,07 TO 09,Improved,1205.5568,1142,1198,1975,904,943,3214,398.156271
YISHUN,5 ROOM,04 TO 06,Improved,1205.5568,1142,1031,1807,1002,775,3178,381.5664264
YISHUN,5 ROOM,10 TO 12,Improved,1205.5568,1137,868,2059,469,1446,2870,423.041038
YISHUN,5 ROOM,07 TO 09,Improved,1205.5568,1136,740,1930,341,1318,2742,414.7461157
YISHUN,5 ROOM,10 TO 12,DBSS,1205.5568,1119,401,1160,604,956,1972,594.6530267
YISHUN,5 ROOM,07 TO 09,Improved,1205.5568,1136,797,1988,399,1376,2800,429.6769758
YISHUN,5 ROOM,10 TO 12,DBSS,1205.5568,1118,625,1333,777,1129,2145,588.9394842
YISHUN,5 ROOM,10 TO 12,Improved,1205.5568,1136,740,1930,341,1318,2742,454.5617428
YISHUN,5 ROOM,10 TO 12,DBSS,1205.5568,1118,492,1252,695,1048,2063,584.7920231
YISHUN,5 ROOM,07 TO 09,Improved,1291.668,791,929,758,176,1157,1506,326.7093402
YISHUN,5 ROOM,01 TO 03,Improved,1302.4319,770,454,486,470,775,644,307.1177848
YISHUN,5 ROOM,04 TO 06,Improved,1302.4319,794,505,848,716,876,1040,303.2788125
YISHUN,5 ROOM,13 TO 15,Improved,1410.0709,793,505,848,716,876,1040,297.8573631
YISHUN,5 ROOM,13 TO 15,Improved,1205.5568,1144,716,1453,671,497,2245,456.2207272
YISHUN,5 ROOM,04 TO 06,Improved,1205.5568,1143,690,1427,659,470,2219,404.7922089
YISHUN,5 ROOM,10 TO 12,Improved,1205.5568,1143,819,1427,599,575,2219,439.6308826
YISHUN,5 ROOM,10 TO 12,Improved,1205.5568,1143,819,1427,599,575,2219,447.9258049
YISHUN,5 ROOM,07 TO 09,Improved,1205.5568,1143,762,1484,657,542,2276,446.2668204
YISHUN,5 ROOM,04 TO 06,Improved,1205.5568,1143,762,1484,657,542,2276,442.8559484
YISHUN,5 ROOM,13 TO 15,Improved,1205.5568,1143,1039,1320,492,467,2112,463.5932542
YISHUN,5 ROOM,04 TO 06,Improved,1205.5568,983,875,1264,557,1076,314,331.7968925
YISHUN,5 ROOM,10 TO 12,Improved,1302.4319,776,363,418,410,503,835,364.7023695
YISHUN,5 ROOM,04 TO 06,Improved,1302.4319,784,146,802,324,685,1390,276.4060063
YISHUN,5 ROOM,10 TO 12,Improved,1302.4319,779,146,802,324,685,1390,328.6160298
YISHUN,5 ROOM,01 TO 03,Improved,1302.4319,780,237,894,336,636,1423,308.6533737
YISHUN,5 ROOM,10 TO 12,Improved,1205.5568,1145,811,1468,439,644,2260,439.6308826
YISHUN,5 ROOM,13 TO 15,Improved,1302.4319,815,557,907,712,812,1972,320.9380851
YISHUN,5 ROOM,07 TO 09,Improved,1313.1958,798,230,621,367,964,791,348.7674877
YISHUN,5 ROOM,01 TO 03,Improved,1302.4319,796,592,487,185,765,1169,347.0430968
YISHUN,5 ROOM,10 TO 12,Improved,1313.1958,821,670,476,146,895,2428,386.8425409
YISHUN,EXECUTIVE,01 TO 03,Maisonette,1571.5294,817,430,1636,174,1153,2448,381.7936845
YISHUN,EXECUTIVE,04 TO 06,Maisonette,1571.5294,817,463,1797,459,1110,2609,343.6143161
YISHUN,EXECUTIVE,04 TO 06,Apartment,1528.4738,790,248,888,492,1224,1049,346.7511187
YISHUN,EXECUTIVE,10 TO 12,Maisonette,1571.5294,812,563,299,299,1189,2320,426.3362811
YISHUN,EXECUTIVE,04 TO 06,Apartment,1528.4738,811,670,405,214,1137,2420,368.3412827
YISHUN,MULTI-GENERATION,10 TO 12,Multi Generation,1765.2796,809,296,1063,832,275,2534,433.9255946
YISHUN,MULTI-GENERATION,04 TO 06,Multi Generation,1711.4601,810,345,942,712,275,2509,422.4463077
ANG MO KIO,2 ROOM,04 TO 06,Improved,473.6116,682,600,445,241,244,762,390.6154326
ANG MO KIO,2 ROOM,01 TO 03,Improved,484.3755,785,451,1439,473,1783,408,392.2576596
ANG MO KIO,2 ROOM,07 TO 09,Improved,473.6116,718,526,507,526,755,588,422.2869541
ANG MO KIO,3 ROOM,10 TO 12,Model A,753.473,1105,649,1066,361,863,640,599.8887817
ANG MO KIO,3 ROOM,04 TO 06,New Generation,731.9452,725,408,1058,614,1094,589,396.2045246
ANG MO KIO,3 ROOM,01 TO 03,Model A,753.473,1105,649,1066,361,863,640,491.0594009
ANG MO KIO,3 ROOM,10 TO 12,New Generation,731.9452,715,724,1143,686,1233,423,368.8800746
ANG MO KIO,3 ROOM,10 TO 12,New Generation,882.6398,709,681,1019,396,1110,459,377.2773446
ANG MO KIO,3 ROOM,07 TO 09,New Generation,731.9452,713,230,1123,672,1225,456,338.8231797
ANG MO KIO,3 ROOM,04 TO 06,New Generation,882.6398,714,183,1302,836,1336,604,322.8950247
ANG MO KIO,3 ROOM,04 TO 06,New Generation,957.9871,713,877,1466,885,1184,710,313.1566177
ANG MO KIO,3 ROOM,13 TO 15,New Generation,796.5286,708,384,724,0,813,500,389.1887874
ANG MO KIO,3 ROOM,07 TO 09,New Generation,882.6398,714,469,1063,344,1309,259,305.9005497
ANG MO KIO,3 ROOM,10 TO 12,New Generation,721.1813,708,635,975,350,1065,413,332.787331
ANG MO KIO,3 ROOM,07 TO 09,New Generation,721.1813,713,452,966,329,1068,356,353.5865392
ANG MO KIO,3 ROOM,10 TO 12,New Generation,721.1813,708,799,954,514,1044,368,385.4786584
ANG MO KIO,3 ROOM,01 TO 03,New Generation,721.1813,762,695,1450,730,1539,435,331.4007171
ANG MO KIO,3 ROOM,04 TO 06,New Generation,721.1813,707,741,1496,775,1500,481,374.3857474
ANG MO KIO,3 ROOM,01 TO 03,New Generation,882.6398,725,418,1202,338,1304,254,339.8894997
ANG MO KIO,3 ROOM,04 TO 06,New Generation,882.6398,699,504,832,76,627,674,371.6125196
ANG MO KIO,3 ROOM,10 TO 12,New Generation,882.6398,686,603,1897,134,1692,422,379.5432746
ANG MO KIO,3 ROOM,07 TO 09,New Generation,721.1813,680,318,1112,357,907,374,360.5196086
ANG MO KIO,3 ROOM,10 TO 12,New Generation,785.7647,702,348,998,192,793,540,394.5201407
ANG MO KIO,3 ROOM,01 TO 03,New Generation,785.7647,701,348,998,192,793,540,330.8878599
ANG MO KIO,3 ROOM,04 TO 06,New Generation,721.1813,698,539,908,0,703,648,332.787331
ANG MO KIO,3 ROOM,07 TO 09,New Generation,785.7647,691,629,715,511,514,792,379.2483933
ANG MO KIO,3 ROOM,07 TO 09,New Generation,721.1813,680,643,767,440,562,655,388.2518862
ANG MO KIO,3 ROOM,04 TO 06,New Generation,785.7647,701,348,998,192,793,540,356.3407722
ANG MO KIO,3 ROOM,10 TO 12,New Generation,721.1813,685,603,1897,134,1692,422,372.9991335
ANG MO KIO,3 ROOM,01 TO 03,New Generation,785.7647,701,638,296,382,385,849,432.6995092
ANG MO KIO,3 ROOM,04 TO 06,New Generation,721.1813,698,634,705,217,500,565,392.4117278
ANG MO KIO,3 ROOM,07 TO 09,Improved,645.834,786,297,1613,529,1770,464,387.0963746
ANG MO KIO,3 ROOM,04 TO 06,New Generation,796.5286,693,316,1894,655,1865,590,332.6936409
ANG MO KIO,3 ROOM,10 TO 12,New Generation,796.5286,693,255,1845,606,1815,541,351.5253564
ANG MO KIO,3 ROOM,04 TO 06,New Generation,731.9452,723,746,976,808,2100,319,321.0622872
ANG MO KIO,3 ROOM,07 TO 09,New Generation,721.1813,773,632,731,783,1939,292,415.9841638
ANG MO KIO,3 ROOM,07 TO 09,New Generation,731.9452,729,439,1199,359,1551,432,407.1343046
ANG MO KIO,3 ROOM,10 TO 12,New Generation,882.6398,773,632,731,783,1939,292,390.8729246
ANG MO KIO,3 ROOM,07 TO 09,New Generation,796.5286,692,428,1658,501,1453,436,374.123415
ANG MO KIO,3 ROOM,04 TO 06,New Generation,731.9452,721,426,773,1012,2169,331,389.3734121
ANG MO KIO,3 ROOM,01 TO 03,New Generation,721.1813,718,826,1304,1024,2316,647,339.7204004
ANG MO KIO,3 ROOM,01 TO 03,New Generation,807.2925,723,402,626,930,1474,722,355.5093104
ANG MO KIO,3 ROOM,10 TO 12,New Generation,807.2925,723,345,985,598,1769,569,351.7931852
ANG MO KIO,3 ROOM,07 TO 09,New Generation,807.2925,723,402,626,930,1474,722,381.5221868
ANG MO KIO,3 ROOM,10 TO 12,New Generation,731.9452,728,616,1449,811,2103,770,348.3867371
ANG MO KIO,3 ROOM,04 TO 06,New Generation,731.9452,714,509,1194,554,1442,470,341.5556247
ANG MO KIO,3 ROOM,01 TO 03,New Generation,731.9452,720,234,829,242,1077,243,341.5556247
ANG MO KIO,3 ROOM,10 TO 12,New Generation,807.2925,723,402,626,930,1474,722,365.4189776
ANG MO KIO,3 ROOM,10 TO 12,New Generation,807.2925,723,477,385,1093,1550,518,396.3866876
ANG MO KIO,3 ROOM,07 TO 09,New Generation,807.2925,723,477,385,1093,1550,518,390.1931456
ANG MO KIO,4 ROOM,04 TO 06,Model A,947.2232,1105,768,981,408,778,622,653.3708212
ANG MO KIO,4 ROOM,07 TO 09,Model A,936.4593,1105,831,1177,453,975,641,549.943815
ANG MO KIO,4 ROOM,10 TO 12,Model A,1022.5705,1105,768,981,408,778,622,645.4322709
ANG MO KIO,4 ROOM,13 TO 15,New Generation,979.5149,738,452,890,445,925,618,416.5327143
ANG MO KIO,4 ROOM,07 TO 09,New Generation,990.2788,709,369,1115,400,1204,100,388.7794023
ANG MO KIO,4 ROOM,01 TO 03,New Generation,979.5149,767,569,1315,595,1404,308,352.2151628
ANG MO KIO,4 ROOM,01 TO 03,New Generation,990.2788,725,353,1300,440,1402,356,353.4358203
ANG MO KIO,4 ROOM,07 TO 09,New Generation,990.2788,708,414,867,152,956,348,402.4119268
ANG MO KIO,4 ROOM,04 TO 06,New Generation,990.2788,711,643,1219,498,1308,309,375.6517861
ANG MO KIO,4 ROOM,10 TO 12,New Generation,1065.6261,708,384,724,0,813,500,375.3661814
ANG MO KIO,4 ROOM,01 TO 03,New Generation,990.2788,708,369,1115,400,1204,100,353.6256658
ANG MO KIO,4 ROOM,07 TO 09,New Generation,979.5149,681,454,919,262,714,615,408.3654062
ANG MO KIO,4 ROOM,07 TO 09,New Generation,893.4037,698,539,908,0,703,648,458.9190754
ANG MO KIO,4 ROOM,01 TO 03,New Generation,990.2788,681,477,767,563,566,639,422.1033511
ANG MO KIO,4 ROOM,04 TO 06,New Generation,979.5149,721,741,1085,793,2086,428,357.3197304
ANG MO KIO,4 ROOM,10 TO 12,New Generation,1054.8622,683,523,1781,477,1576,705,388.6763598
ANG MO KIO,4 ROOM,10 TO 12,New Generation,979.5149,720,741,1085,793,2086,428,393.0517035
ANG MO KIO,4 ROOM,10 TO 12,New Generation,1001.0427,729,547,1421,640,1950,576,397.5854377
ANG MO KIO,4 ROOM,04 TO 06,New Generation,1054.8622,734,595,674,936,1881,191,341.2768037
ANG MO KIO,4 ROOM,04 TO 06,New Generation,979.5149,719,628,294,1295,1701,563,431.846417
ANG MO KIO,4 ROOM,10 TO 12,New Generation,990.2788,721,621,388,1225,1872,391,425.132801
ANG MO KIO,4 ROOM,10 TO 12,New Generation,990.2788,719,615,261,1353,1779,520,479.662899
